CODGEO,CODREG,CODDEP,LIBGEO
49140,52,49,Fontevraud-l'Abbaye
49155,52,49,Grez-Neuville
49160,52,49,Ingrandes-Le Fresne sur Loire
49161,52,49,La Jaille-Yvon
49163,52,49,Jarzé Villages
49167,52,49,Les Garennes sur Loire
49170,52,49,Juvardeil
49171,52,49,La Lande-Chasles
49174,52,49,Huillé-Lézigné
49176,52,49,Le Lion-d'Angers
49178,52,49,Loiré
49180,52,49,Longué-Jumelles
49182,52,49,Louresse-Rochemenier
49183,52,49,Val d'Erdre-Auxence
49188,52,49,Marcé
49192,52,49,Maulévrier
49193,52,49,Le May-sur-Èvre
49194,52,49,Mazé-Milon
49195,52,49,Mazières-en-Mauges
49200,52,49,Longuenée-en-Anjou
49201,52,49,La Ménitré
49205,52,49,Miré
49209,52,49,Montigné-lès-Rairies
49211,52,49,Montilliers
49214,52,49,Montreuil-Juigné
49215,52,49,Montreuil-Bellay
49216,52,49,Montreuil-sur-Loir
49217,52,49,Montreuil-sur-Maine
49218,52,49,Montrevault-sur-Èvre
49219,52,49,Montsoreau
49220,52,49,Morannes sur Sarthe-Daumeray
49221,52,49,Mouliherne
49222,52,49,Mozé-sur-Louet
49223,52,49,Mûrs-Erigné
49224,52,49,Neuillé
49228,52,49,Noyant-Villages
49231,52,49,Nuaillé
49235,52,49,Parnay
49236,52,49,Passavant-sur-Layon
49237,52,49,La Pellerine
49240,52,49,La Plaine
49241,52,49,Le Plessis-Grammoire
49244,52,49,Mauges-sur-Loire
49246,52,49,Les Ponts-de-Cé
49247,52,49,La Possonnière
49248,52,49,Ombrée d'Anjou
49253,52,49,Le Puy-Notre-Dame
49257,52,49,Les Rairies
49259,52,49,Rochefort-sur-Loire
49260,52,49,La Romagne
49261,52,49,Gennes-Val-de-Loire
49262,52,49,Rou-Marson
49266,52,49,Saint-Augustin-des-Bois
49267,52,49,Saint-Barthélemy-d'Anjou
49269,52,49,Saint-Christophe-du-Bois
49271,52,49,Saint-Clément-de-la-Place
49272,52,49,Saint-Clément-des-Levées
49278,52,49,Sainte-Gemmes-sur-Loire
49283,52,49,Saint-Georges-sur-Loire
49284,52,49,Saint-Germain-des-Prés
49288,52,49,Saint-Jean-de-la-Croix
49291,52,49,Saint-Just-sur-Dive
49292,52,49,Val-du-Layon
49294,52,49,Saint-Lambert-la-Potherie
49298,52,49,Saint-Léger-de-Linières
49299,52,49,Saint-Léger-sous-Cholet
49301,52,49,Sèvremoine
49302,52,49,Saint-Macaire-du-Bois
49306,52,49,Saint-Martin-du-Fouilloux
49307,52,49,Loire-Authion
49308,52,49,Saint-Melaine-sur-Aubance
49310,52,49,Saint-Paul-du-Bois
49311,52,49,Saint-Philbert-du-Peuple
49321,52,49,Saint-Sigismond
49323,52,49,Verrières-en-Anjou
49326,52,49,Sarrigné
49328,52,49,Saumur
49329,52,49,Savennières
49330,52,49,Sceaux-d'Anjou
49331,52,49,Segré-en-Anjou Bleu
49332,52,49,La Séguinière
49333,52,49,Seiches-sur-le-Loir
49334,52,49,Sermaise
49336,52,49,Somloire
49338,52,49,Soulaines-sur-Aubance
49339,52,49,Soulaire-et-Bourg
49341,52,49,Souzay-Champigny
49343,52,49,La Tessoualle
49344,52,49,Thorigné-d'Anjou
49345,52,49,Bellevigne-en-Layon
49347,52,49,Tiercé
49352,52,49,Toutlemonde
49353,52,49,Trélazé
49355,52,49,Trémentines
49358,52,49,Turquant
49359,52,49,Les Ulmes
49361,52,49,Varennes-sur-Loire
49362,52,49,Varrains
49364,52,49,Vaudelnay
49367,52,49,Erdre-en-Anjou
49368,52,49,Vernantes
49369,52,49,Vernoil-le-Fourrier
49370,52,49,Verrie
49371,52,49,Vezins
49373,52,49,Lys-Haut-Layon
49374,52,49,Villebernier
49377,52,49,Rives-du-Loir-en-Anjou
49378,52,49,Vivy
49381,52,49,Yzernay
50002,28,50,Agneaux
50003,28,50,Agon-Coutainville
50004,28,50,Airel
50006,28,50,Amigny
50008,28,50,Anctoville-sur-Boscq
50013,28,50,Anneville-en-Saire
50016,28,50,Appeville
50019,28,50,Aucey-la-Plaine
50021,28,50,Audouville-la-Hubert
50022,28,50,Aumeville-Lestre
50023,28,50,Auvers
50024,28,50,Auxais
50025,28,50,Avranches
50026,28,50,Azeville
50027,28,50,Bacilly
50028,28,50,La Baleine
50029,28,50,Barenton
50030,28,50,Barfleur
50031,28,50,Barneville-Carteret
50032,28,50,La Barre-de-Semilly
50033,28,50,Baubigny
50034,28,50,Baudre
50036,28,50,Baupte
50038,28,50,Beauchamps
50039,28,50,Beaucoudray
50040,28,50,Beauficel
50041,28,50,La Hague
50042,28,50,Beauvoir
50044,28,50,Belval
50045,28,50,Benoîtville
50046,28,50,Bérigny
50048,28,50,Beslon
50049,28,50,Besneville
50050,28,50,Beuvrigny
50052,28,50,Beuzeville-la-Bastille
50054,28,50,Biéville
50055,28,50,Biniville
50058,28,50,Blainville-sur-Mer
50059,28,50,Blosville
50060,28,50,La Bloutière
50062,28,50,Boisyvon
50064,28,50,La Bonneville
50066,28,50,Jullouville
50069,28,50,Bourguenolles
50070,28,50,Boutteville
50072,28,50,Brainville
50074,28,50,Brécey
50076,28,50,Bréhal
50077,28,50,Bretteville
50078,28,50,Bretteville-sur-Ay
50079,28,50,Breuville
50081,28,50,Bréville-sur-Mer
50082,28,50,Bricquebec-en-Cotentin
50083,28,50,Bricquebosq
50084,28,50,Bricqueville-la-Blouette
50085,28,50,Bricqueville-sur-Mer
50086,28,50,Brillevast
50087,28,50,Brix
50088,28,50,Brouains
50090,28,50,Buais-Les-Monts
50092,28,50,Cambernon
50093,28,50,Cametours
50094,28,50,Camprond
50095,28,50,Canisy
50096,28,50,Canteloup
50097,28,50,Canville-la-Rocque
50098,28,50,Carantilly
50099,28,50,Carentan-les-Marais
50101,28,50,Carneville
50102,28,50,Carolles
50105,28,50,Catteville
50106,28,50,Cavigny
50108,28,50,Céaux
50109,28,50,Cérences
50110,28,50,Cerisy-la-Forêt
50111,28,50,Cerisy-la-Salle
50112,28,50,La Chaise-Baudouin
50115,28,50,Le Grippon
50117,28,50,Champeaux
50118,28,50,Champrepus
50120,28,50,Chanteloup
50121,28,50,La Chapelle-Cécelin
50124,28,50,La Chapelle-Urée
50126,28,50,Chavoy
50129,28,50,Cherbourg-en-Cotentin
50130,28,50,Chérencé-le-Héron
50135,28,50,Clitourps
50137,28,50,La Colombe
50138,28,50,Colomby
50139,28,50,Condé-sur-Vire
50142,28,50,Vicq-sur-Mer
50143,28,50,Coudeville-sur-Mer
50144,28,50,Coulouvray-Boisbenâtre
50145,28,50,Courcy
50146,28,50,Courtils
50147,28,50,Coutances
50148,28,50,Couvains
50149,28,50,Couville
50150,28,50,Crasville
50151,28,50,Créances
50152,28,50,Les Cresnays
50155,28,50,Crollon
50156,28,50,Crosville-sur-Douve
50158,28,50,Cuves
50159,28,50,Dangy
50161,28,50,Le Dézert
50162,28,50,Digosville
50164,28,50,Domjean
50165,28,50,Donville-les-Bains
50166,28,50,Doville
50167,28,50,Dragey-Ronthon
50168,28,50,Ducey-Les Chéris
50169,28,50,Écausseville
50172,28,50,Émondeville
50174,28,50,Équilly
50175,28,50,Éroudeville
50176,28,50,L'Étang-Bertrand
50177,28,50,Étienville
50178,28,50,Fermanville
50181,28,50,Feugères
50182,28,50,La Feuillie
50183,28,50,Fierville-les-Mines
50184,28,50,Flamanville
50185,28,50,Fleury
50186,28,50,Flottemanville
50188,28,50,Folligny
50190,28,50,Fontenay-sur-Mer
50192,28,50,Fourneaux
50193,28,50,Le Fresne-Poret
50194,28,50,Fresville
50195,28,50,Gathemo
50196,28,50,Gatteville-le-Phare
50197,28,50,Gavray-sur-Sienne
50198,28,50,Geffosses
50199,28,50,Genêts
50200,28,50,Ger
50205,28,50,La Godefroy
50207,28,50,Golleville
50208,28,50,Gonfreville
50209,28,50,Gonneville-Le Theil
50210,28,50,Gorges
50214,28,50,Gouvets
50215,28,50,Gouville-sur-Mer
50216,28,50,Graignes-Mesnil-Angot
50217,28,50,Le Grand-Celland
50218,28,50,Granville
50219,28,50,Gratot
50221,28,50,Grimesnil
50222,28,50,Grosville
50225,28,50,Le Guislain
50227,28,50,Le Ham
50228,28,50,Hambye
50229,28,50,Hamelin
50230,28,50,Hardinvast
50231,28,50,Hauteville-sur-Mer
50232,28,50,Hauteville-la-Guichard
50233,28,50,Hautteville-Bocage
50234,28,50,La Haye-Bellefond
50235,28,50,La Haye-d'Ectot
50236,28,50,La Haye
50237,28,50,La Haye-Pesnel
50238,28,50,Héauville
50239,28,50,Thèreval
50240,28,50,Helleville
50241,28,50,Hémevez
50243,28,50,Heugueville-sur-Sienne
50246,28,50,Hiesville
50247,28,50,Hocquigny
50251,28,50,Huberville
50252,28,50,Hudimesnil
50253,28,50,Huisnes-sur-Mer
50256,28,50,Isigny-le-Buat
50258,28,50,Joganville
50259,28,50,Juilley
50260,28,50,Juvigny les Vallées
50261,28,50,Lamberville
50262,28,50,La Lande-d'Airou
50263,28,50,Lapenty
50265,28,50,Laulne
50266,28,50,Lengronne
50267,28,50,Lessay
50268,28,50,Lestre
50269,28,50,Liesville-sur-Douve
50270,28,50,Lieusaint
50271,28,50,Lingeard
50272,28,50,Tourneville-sur-Mer
50273,28,50,Montsenelle
50274,28,50,Les Loges-Marchis
50275,28,50,Les Loges-sur-Brécey
50276,28,50,Lolif
50277,28,50,Longueville
50278,28,50,Le Loreur
50279,28,50,Le Lorey
50281,28,50,La Lucerne-d'Outremer
50282,28,50,Le Luot
50283,28,50,La Luzerne
50285,28,50,Magneville
50288,28,50,Marcey-les-Grèves
50289,28,50,Marchésieux
50290,28,50,Marcilly
50291,28,50,Margueray
50292,28,50,Marigny-Le-Lozon
50294,28,50,Martinvast
50295,28,50,Maupertuis
50296,28,50,Maupertus-sur-Mer
50297,28,50,La Meauffe
50298,28,50,Méautis
50299,28,50,Le Mesnil
50300,28,50,Le Mesnil-Adelée
50302,28,50,Le Mesnil-Amey
50304,28,50,Le Mesnil-Aubert
50305,28,50,Le Mesnil-au-Val
50310,28,50,Le Mesnil-Eury
50311,28,50,Le Mesnil-Garnier
50312,28,50,Le Mesnil-Gilbert
50315,28,50,Le Mesnillard
50317,28,50,Le Mesnil-Ozenne
50321,28,50,Le Mesnil-Rouxelin
50324,28,50,Le Mesnil-Véneron
50326,28,50,Le Mesnil-Villeman
50327,28,50,La Meurdraquière
50328,28,50,Millières
50332,28,50,Les Moitiers-d'Allonne
50334,28,50,Montabot
50335,28,50,Montaigu-la-Brisette
50336,28,50,Montaigu-les-Bois
50338,28,50,Montbray
50340,28,50,Montcuit
50341,28,50,Montebourg
50342,28,50,Montfarville
50345,28,50,Monthuchon
50347,28,50,Montjoie-Saint-Martin
50349,28,50,Montmartin-sur-Mer
50350,28,50,Montpinchon
50351,28,50,Montrabot
50352,28,50,Montreuil-sur-Lozon
50353,28,50,Le Mont-Saint-Michel
50356,28,50,Moon-sur-Elle
50357,28,50,Morigny
50359,28,50,Mortain-Bocage
50360,28,50,Morville
50361,28,50,La Mouche
50362,28,50,Moulines
50363,28,50,Moyon Villages
50364,28,50,Muneville-le-Bingard
50365,28,50,Muneville-sur-Mer
50368,28,50,Nay
50369,28,50,Négreville
50370,28,50,Néhou
50371,28,50,Le Neufbourg
50372,28,50,Neufmesnil
50373,28,50,Neuville-au-Plain
50374,28,50,Neuville-en-Beaumont
50376,28,50,Nicorps
50378,28,50,Notre-Dame-de-Cenilly
50379,28,50,Notre-Dame-de-Livoye
50382,28,50,Nouainville
50384,28,50,Octeville-l'Avenel
50387,28,50,Orglandes
50388,28,50,Orval sur Sienne
50389,28,50,Ouville
50390,28,50,Ozeville
50391,28,50,Grandparigny
50393,28,50,Percy-en-Normandie
50394,28,50,Périers
50395,28,50,La Pernelle
50397,28,50,Perriers-en-Beauficel
50398,28,50,Le Perron
50399,28,50,Le Petit-Celland
50400,28,50,Picauville
50401,28,50,Pierreville
50402,28,50,Les Pieux
50403,28,50,Pirou
50405,28,50,Le Plessis-Lastelle
50407,28,50,Poilley
50408,28,50,Pontaubault
50409,28,50,Pont-Hébert
50410,28,50,Pontorson
50411,28,50,Ponts
50412,28,50,Port-Bail-sur-Mer
50413,28,50,Précey
50417,28,50,Quettehou
50419,28,50,Quettreville-sur-Sienne
50420,28,50,Quibou
50421,28,50,Quinéville
50422,28,50,Raids
50423,28,50,Rampan
50425,28,50,Rauville-la-Bigot
50426,28,50,Rauville-la-Place
50428,28,50,Reffuveille
50429,28,50,Regnéville-sur-Mer
50430,28,50,Reigneville-Bocage
50431,28,50,Remilly Les Marais
50433,28,50,Réville
50435,28,50,Rocheville
50436,28,50,Romagny Fontenay
50437,28,50,Roncey
50442,28,50,Le Rozel
50443,28,50,Sacey
50444,28,50,Saint-Amand-Villages
50445,28,50,Saint-André-de-Bohon
50446,28,50,Saint-André-de-l'Épine
50447,28,50,Saint-Aubin-des-Préaux
50448,28,50,Saint-Aubin-de-Terregatte
50450,28,50,Saint-Barthélemy
50451,28,50,Saint-Brice
50452,28,50,Saint-Brice-de-Landelles
50453,28,50,Sainte-Cécile
50454,28,50,Saint-Christophe-du-Foc
50455,28,50,Saint-Clair-sur-l'Elle
50456,28,50,Saint-Clément-Rancoudray
50457,28,50,Sainte-Colombe
50461,28,50,Saint-Cyr
50462,28,50,Saint-Cyr-du-Bailleul
50463,28,50,Saint-Denis-le-Gast
50464,28,50,Saint-Denis-le-Vêtu
50467,28,50,Saint-Floxel
50468,28,50,Saint-Fromond
50469,28,50,Sainte-Geneviève
50471,28,50,Saint-Georges-de-la-Rivière
50472,28,50,Saint-Georges-de-Livoye
50473,28,50,Saint-Georges-d'Elle
50474,28,50,Saint-Georges-de-Rouelley
50475,28,50,Saint-Georges-Montcocq
50476,28,50,Saint-Germain-d'Elle
50478,28,50,Saint-Germain-de-Tournebut
50479,28,50,Saint-Germain-de-Varreville
50480,28,50,Saint-Germain-le-Gaillard
50481,28,50,Saint-Germain-sur-Ay
50482,28,50,Saint-Germain-sur-Sèves
50483,28,50,Saint-Gilles
50484,28,50,Saint-Hilaire-du-Harcouët
50486,28,50,Saint-Jacques-de-Néhou
50487,28,50,Saint-James
50488,28,50,Saint-Jean-de-Daye
50489,28,50,Saint-Jean-de-la-Haize
50490,28,50,Saint-Jean-de-la-Rivière
50491,28,50,Saint-Jean-de-Savigny
50492,28,50,Saint-Jean-d'Elle
50493,28,50,Saint-Jean-des-Champs
50495,28,50,Saint-Jean-du-Corail-des-Bois
50496,28,50,Saint-Jean-le-Thomas
50498,28,50,Saint-Joseph
50499,28,50,Saint-Laurent-de-Cuves
50500,28,50,Saint-Laurent-de-Terregatte
50502,28,50,Saint-Lô
50504,28,50,Saint-Louet-sur-Vire
50505,28,50,Saint-Loup
50506,28,50,Saint-Malo-de-la-Lande
50507,28,50,Saint-Marcouf
50509,28,50,Sainte-Marie-du-Mont
50510,28,50,Saint-Martin-d'Aubigny
50511,28,50,Saint-Martin-d'Audouville
50512,28,50,Saint-Martin-de-Bonfossé
50513,28,50,Saint-Martin-de-Cenilly
50514,28,50,Chaulieu
50517,28,50,Saint-Martin-de-Varreville
50518,28,50,Saint-Martin-le-Bouillant
50519,28,50,Saint-Martin-le-Gréard
50521,28,50,Saint-Maur-des-Bois
50522,28,50,Saint-Maurice-en-Cotentin
50523,28,50,Sainte-Mère-Église
50525,28,50,Saint-Michel-de-Montjoie
50528,28,50,Saint-Nicolas-de-Pierrepont
50529,28,50,Saint-Nicolas-des-Bois
50531,28,50,Saint-Ovin
50532,28,50,Saint-Pair-sur-Mer
50533,28,50,Saint-Patrice-de-Claids
50535,28,50,Le Parc
50536,28,50,Saint-Pierre-d'Arthéglise
50537,28,50,Saint-Pierre-de-Coutances
50538,28,50,Saint-Pierre-de-Semilly
50539,28,50,Saint-Pierre-Église
50540,28,50,Saint-Pierre-Langers
50541,28,50,Saint-Planchers
50542,28,50,Saint-Pois
50543,28,50,Saint-Quentin-sur-le-Homme
50546,28,50,Bourgvallées
50548,28,50,Saint-Sauveur-de-Pierrepont
50549,28,50,Saint-Sauveur-la-Pommeraye
50550,28,50,Saint-Sauveur-Villages
50551,28,50,Saint-Sauveur-le-Vicomte
50552,28,50,Saint-Sébastien-de-Raids
50553,28,50,Saint-Senier-de-Beuvron
50554,28,50,Saint-Senier-sous-Avranches
50556,28,50,Sainte-Suzanne-sur-Vire
50562,28,50,Saint-Vaast-la-Hougue
50563,28,50,Saint-Vigor-des-Monts
50564,28,50,Terre-et-Marais
50565,28,50,Sartilly-Baie-Bocage
50567,28,50,Saussemesnil
50568,28,50,Saussey
50569,28,50,Savigny
50570,28,50,Savigny-le-Vieux
50571,28,50,Sébeville
50572,28,50,Sénoville
50574,28,50,Servon
50575,28,50,Sideville
50576,28,50,Siouville-Hague
50577,28,50,Sortosville-en-Beaumont
50578,28,50,Sortosville
50579,28,50,Sottevast
50580,28,50,Sotteville
50582,28,50,Sourdeval
50584,28,50,Subligny
50585,28,50,Surtainville
50587,28,50,Taillepied
50588,28,50,Tamerville
50589,28,50,Tanis
50590,28,50,Le Tanu
50591,28,50,Le Teilleul
50592,28,50,Tessy-Bocage
50593,28,50,Teurthéville-Bocage
50594,28,50,Teurthéville-Hague
50596,28,50,Théville
50597,28,50,Tirepied-sur-Sée
50598,28,50,Tocqueville
50599,28,50,Tollevast
50601,28,50,Torigny-les-Villes
50603,28,50,Tourville-sur-Sienne
50604,28,50,Tréauville
50606,28,50,Tribehou
50607,28,50,La Trinité
50609,28,50,Turqueville
50610,28,50,Urville
50612,28,50,Vains
50613,28,50,Valcanville
50615,28,50,Valognes
50616,28,50,Le Val-Saint-Père
50617,28,50,Varenguebec
50618,28,50,Varouville
50619,28,50,Le Vast
50621,28,50,Vaudreville
50624,28,50,La Vendelée
50626,28,50,Ver
50628,28,50,Vernix
50629,28,50,Vesly
50633,28,50,Le Vicel
50634,28,50,Videcosville
50637,28,50,Villebaudon
50639,28,50,Villedieu-les-Poêles-Rouffigny
50641,28,50,Villiers-Fossard
50643,28,50,Virandeville
50647,28,50,Yquelon
50648,28,50,Yvetot-Bocage
51001,44,51,Ablancourt
51002,44,51,Saint-Martin-d'Ablois
51003,44,51,Aigny
51004,44,51,Allemanche-Launay-et-Soyer
51005,44,51,Allemant
51006,44,51,Alliancelles
51007,44,51,Ambonnay
51008,44,51,Ambrières
51009,44,51,Anglure
51010,44,51,Angluzelles-et-Courcelles
51012,44,51,Anthenay
51013,44,51,Aougny
51014,44,51,Arcis-le-Ponsart
51015,44,51,Argers
51016,44,51,Arrigny
51017,44,51,Arzillières-Neuville
51018,44,51,Athis
51019,44,51,Aubérive
51020,44,51,Aubilly
51022,44,51,Aulnay-l'Aître
51023,44,51,Aulnay-sur-Marne
51025,44,51,Auménancourt
51027,44,51,Auve
51028,44,51,Avenay-Val-d'Or
51029,44,51,Avize
51030,44,51,Aÿ-Champagne
51031,44,51,Baconnes
51032,44,51,Bagneux
51033,44,51,Le Baizil
51034,44,51,Bannay
51035,44,51,Bannes
51036,44,51,Barbonne-Fayel
51037,44,51,Baslieux-lès-Fismes
51038,44,51,Baslieux-sous-Châtillon
51039,44,51,Bassu
51040,44,51,Bassuet
51041,44,51,Baudement
51042,44,51,Baye
51043,44,51,Bazancourt
51044,44,51,Beaumont-sur-Vesle
51045,44,51,Beaunay
51046,44,51,Beine-Nauroy
51047,44,51,Belval-en-Argonne
51048,44,51,Belval-sous-Châtillon
51049,44,51,Bergères-lès-Vertus
51050,44,51,Bergères-sous-Montmirail
51051,44,51,Berméricourt
51052,44,51,Berru
51053,44,51,Berzieux
51054,44,51,Bétheniville
51055,44,51,Bétheny
51056,44,51,Bethon
51057,44,51,Bettancourt-la-Longue
51058,44,51,Bezannes
51059,44,51,Bignicourt-sur-Marne
51060,44,51,Bignicourt-sur-Saulx
51061,44,51,Billy-le-Grand
51062,44,51,Binarville
51065,44,51,Blacy
51066,44,51,Blaise-sous-Arzillières
51068,44,51,Blesme
51069,44,51,Bligny
51070,44,51,Boissy-le-Repos
51071,44,51,Bouchy-Saint-Genest
51072,44,51,Bouilly
51073,44,51,Bouleuse
51074,44,51,Boult-sur-Suippe
51075,44,51,Bourgogne-Fresne
51076,44,51,Boursault
51077,44,51,Bouvancourt
51078,44,51,Bouy
51079,44,51,Bouzy
51080,44,51,Brandonvillers
51081,44,51,Branscourt
51082,44,51,Braux-Sainte-Cohière
51083,44,51,Braux-Saint-Remy
51084,44,51,Bréban
51085,44,51,Le Breuil
51086,44,51,Breuil-sur-Vesle
51087,44,51,Breuvery-sur-Coole
51088,44,51,Brimont
51089,44,51,Brouillet
51090,44,51,Broussy-le-Grand
51091,44,51,Broussy-le-Petit
51092,44,51,Broyes
51093,44,51,Brugny-Vaudancourt
51094,44,51,Brusson
51095,44,51,Le Buisson
51097,44,51,Bussy-le-Château
51098,44,51,Bussy-le-Repos
51099,44,51,Bussy-Lettrée
51100,44,51,La Caure
51101,44,51,Caurel
51102,44,51,Cauroy-lès-Hermonville
51103,44,51,La Celle-sous-Chantemerle
51104,44,51,Cernay-en-Dormois
51105,44,51,Cernay-lès-Reims
51106,44,51,Cernon
51107,44,51,Chaintrix-Bierges
51108,44,51,Châlons-en-Champagne
51109,44,51,Châlons-sur-Vesle
51110,44,51,Chaltrait
51111,44,51,Chambrecy
51112,44,51,Chamery
51113,44,51,Champaubert
51115,44,51,Champfleury
51116,44,51,Champguyon
51117,44,51,Champigneul-Champagne
51118,44,51,Champigny
51119,44,51,Champillon
51120,44,51,Champlat-et-Boujacourt
51121,44,51,Champvoisy
51122,44,51,Changy
51124,44,51,Chantemerle
51125,44,51,Chapelaine
51126,44,51,La Chapelle-Felcourt
51127,44,51,La Chapelle-Lasson
51128,44,51,La Chapelle-sous-Orbais
51129,44,51,Charleville
51130,44,51,Charmont
51132,44,51,Les Charmontois
51133,44,51,Le Châtelier
51134,44,51,Châtelraould-Saint-Louvent
51135,44,51,Châtillon-sur-Broué
51136,44,51,Châtillon-sur-Marne
51137,44,51,Châtillon-sur-Morin
51138,44,51,Châtrices
51139,44,51,Chaudefontaine
51140,44,51,Chaumuzy
51141,44,51,La Chaussée-sur-Marne
51142,44,51,Chavot-Courcourt
51143,44,51,Le Chemin
51144,44,51,Cheminon
51145,44,51,Chenay
51146,44,51,Cheniers
51147,44,51,La Cheppe
51148,44,51,Cheppes-la-Prairie
51149,44,51,Chepy
51150,44,51,Cherville
51151,44,51,Chichey
51152,44,51,Chigny-les-Roses
51153,44,51,Chouilly
51154,44,51,Clamanges
51155,44,51,Clesles
51156,44,51,Cloyes-sur-Marne
51157,44,51,Coizard-Joches
51158,44,51,Val-des-Marais
51160,44,51,Compertrix
51161,44,51,Condé-sur-Marne
51162,44,51,Conflans-sur-Seine
51163,44,51,Congy
51164,44,51,Connantray-Vaurefroy
51165,44,51,Connantre
51166,44,51,Contault
51167,44,51,Coole
51168,44,51,Coolus
51169,44,51,Corbeil
51170,44,51,Corfélix
51171,44,51,Cormicy
51172,44,51,Cormontreuil
51173,44,51,Cormoyeux
51174,44,51,Corribert
51175,44,51,Corrobert
51176,44,51,Corroy
51177,44,51,Coulommes-la-Montagne
51178,44,51,Coupetz
51179,44,51,Coupéville
51181,44,51,Courcelles-Sapicourt
51182,44,51,Courcemain
51183,44,51,Courcy
51184,44,51,Courdemanges
51185,44,51,Courgivaux
51186,44,51,Courjeonnet
51187,44,51,Courlandon
51188,44,51,Courmas
51190,44,51,Courtagnon
51191,44,51,Courtémont
51192,44,51,Courthiézy
51193,44,51,Courtisols
51194,44,51,Courville
51195,44,51,Couvrot
51196,44,51,Cramant
51197,44,51,La Croix-en-Champagne
51198,44,51,Crugny
51199,44,51,Cuchery
51200,44,51,Cuis
51201,44,51,Cuisles
51202,44,51,Cumières
51203,44,51,Cuperly
51204,44,51,Damery
51205,44,51,Dampierre-au-Temple
51206,44,51,Dampierre-le-Château
51208,44,51,Dampierre-sur-Moivre
51210,44,51,Dizy
51211,44,51,Dommartin-Dampierre
51212,44,51,Dommartin-Lettrée
51213,44,51,Dommartin-sous-Hans
51214,44,51,Dommartin-Varimont
51215,44,51,Dompremy
51216,44,51,Dontrien
51217,44,51,Dormans
51218,44,51,Val-de-Vière
51219,44,51,Drosnay
51220,44,51,Drouilly
51222,44,51,Éclaires
51223,44,51,Écollemont
51224,44,51,Écriennes
51225,44,51,Écueil
51226,44,51,Écury-le-Repos
51227,44,51,Écury-sur-Coole
51228,44,51,Élise-Daucourt
51229,44,51,Épense
51230,44,51,Épernay
51231,44,51,L'Épine
51232,44,51,Époye
51233,44,51,Escardes
51234,44,51,Esclavolles-Lurey
51235,44,51,Les Essarts-lès-Sézanne
51236,44,51,Les Essarts-le-Vicomte
51237,44,51,Esternay
51238,44,51,Étoges
51239,44,51,Étréchy
51240,44,51,Étrepy
51241,44,51,Euvy
51242,44,51,Fagnières
51243,44,51,Faux-Fresnay
51244,44,51,Faux-Vésigneul
51245,44,51,Faverolles-et-Coëmy
51246,44,51,Favresse
51247,44,51,Fèrebrianges
51248,44,51,Fère-Champenoise
51249,44,51,Festigny
51250,44,51,Fismes
51251,44,51,Flavigny
51252,44,51,Fleury-la-Rivière
51253,44,51,Florent-en-Argonne
51254,44,51,Fontaine-Denis-Nuisy
51255,44,51,Fontaine-en-Dormois
51256,44,51,Fontaine-sur-Ay
51258,44,51,La Forestière
51259,44,51,Francheville
51260,44,51,Le Fresne
51262,44,51,Frignicourt
51263,44,51,Fromentières
51264,44,51,Le Gault-Soigny
51265,44,51,Gaye
51266,44,51,Germaine
51267,44,51,Germigny
51268,44,51,Germinon
51269,44,51,Giffaumont-Champaubert
51270,44,51,Gigny-Bussy
51272,44,51,Givry-en-Argonne
51273,44,51,Givry-lès-Loisy
51274,44,51,Gizaucourt
51275,44,51,Glannes
51276,44,51,Gourgançon
51277,44,51,Sainte-Marie-du-Lac-Nuisement
51278,44,51,Les Grandes-Loges
51279,44,51,Granges-sur-Aube
51280,44,51,Gratreuil
51281,44,51,Grauves
51282,44,51,Gueux
51283,44,51,Hans
51284,44,51,Haussignémont
51285,44,51,Haussimont
51286,44,51,Hauteville
51287,44,51,Hautvillers
51288,44,51,Heiltz-le-Hutier
51289,44,51,Heiltz-le-Maurupt
51290,44,51,Heiltz-l'Évêque
51291,44,51,Hermonville
51292,44,51,Herpont
51293,44,51,Heutrégiville
51294,44,51,Hourges
51295,44,51,Huiron
51296,44,51,Humbauville
51298,44,51,Igny-Comblizy
51299,44,51,Isles-sur-Suippe
51300,44,51,Isle-sur-Marne
51301,44,51,Isse
51302,44,51,Les Istres-et-Bury
51303,44,51,Jâlons
51304,44,51,Janvilliers
51305,44,51,Janvry
51306,44,51,Joiselle
51307,44,51,Jonchery-sur-Suippe
51308,44,51,Jonchery-sur-Vesle
51309,44,51,Jonquery
51310,44,51,Jouy-lès-Reims
51311,44,51,Jussecourt-Minecourt
51312,44,51,Juvigny
51313,44,51,Lachy
51314,44,51,Lagery
51315,44,51,Landricourt
51316,44,51,Larzicourt
51317,44,51,Laval-sur-Tourbe
51318,44,51,Lavannes
51319,44,51,Lenharrée
51320,44,51,Leuvrigny
51321,44,51,Lhéry
51322,44,51,Lignon
51323,44,51,Linthelles
51324,44,51,Linthes
51325,44,51,Lisse-en-Champagne
51326,44,51,Livry-Louvercy
51327,44,51,Loisy-en-Brie
51328,44,51,Loisy-sur-Marne
51329,44,51,Loivre
51333,44,51,Ludes
51334,44,51,Luxémont-et-Villotte
51336,44,51,Maffrécourt
51337,44,51,Magneux
51338,44,51,Mailly-Champagne
51339,44,51,Mairy-sur-Marne
51340,44,51,Maisons-en-Champagne
51341,44,51,Malmy
51342,44,51,Mancy
51343,44,51,Marcilly-sur-Seine
